,area,data,era,results,status,jobs_finished,jobs_total
49,work_areas/crab_2016_BFF_BFF_200_dbs0p5_BFFZprimeToMuMu_M_200_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_200_dbs0p5_BFFZprimeToMuMu_M_200_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Task name:			220512_202837:rymuelle_crab_2016_BFF_BFF_200_dbs0p5_BFFZprimeToMuMu_M_200_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0195.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_202837%3Arymuelle_crab_2016_BFF_BFF_200_dbs0p5_BFFZprimeToMuMu_M_200_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_202837%3Arymuelle_crab_2016_BFF_BFF_200_dbs0p5_BFFZprimeToMuMu_M_200_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff&from=1652383717000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (13/13)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 924MB min, 1336MB max, 1052MB ave
 * Runtime: 0:06:02 min, 1:03:54 max, 0:17:13 ave
 * CPU eff: 75% min, 98% max, 89% ave
 * Waste: 1:05:20 (23% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_200_dbs0p5_BFFZprimeToMuMu_M_200_dbs0p5_TuneCUETP8M1_13TeV-ma_deepflavour_bff/crab.log
",finished,13,13
50,work_areas/crab_2016_BFF_BFF_200_dbs0p04_BFFZprimeToMuMu_M_200_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_200_dbs0p04_BFFZprimeToMuMu_M_200_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Task name:			220512_203120:rymuelle_crab_2016_BFF_BFF_200_dbs0p04_BFFZprimeToMuMu_M_200_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0106.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_203120%3Arymuelle_crab_2016_BFF_BFF_200_dbs0p04_BFFZprimeToMuMu_M_200_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_203120%3Arymuelle_crab_2016_BFF_BFF_200_dbs0p04_BFFZprimeToMuMu_M_200_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff&from=1652383881000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (2/2)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 809MB min, 1290MB max, 1050MB ave
 * Runtime: 0:08:50 min, 1:19:29 max, 0:44:09 ave
 * CPU eff: 84% min, 95% max, 94% ave
 * Waste: 0:03:51 (4% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_BFF_BFF_200_dbs0p04_BFFZprimeToMuMu_M_200_TuneCUETP8M1_13TeV-madgraph-_deepflavour_bff/crab.log
",finished,2,2
51,work_areas/crab_2016_WJets_WJetsToQQ_HT_WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphM_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_WJets_WJetsToQQ_HT_WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphM_deepflavour_bff
Task name:			220512_203242:rymuelle_crab_2016_WJets_WJetsToQQ_HT_WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphM_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0122.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_203242%3Arymuelle_crab_2016_WJets_WJetsToQQ_HT_WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphM_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_203242%3Arymuelle_crab_2016_WJets_WJetsToQQ_HT_WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphM_deepflavour_bff&from=1652383962000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (3/3)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 967MB min, 1097MB max, 1028MB ave
 * Runtime: 0:20:05 min, 1:07:45 max, 0:49:34 ave
 * CPU eff: 70% min, 93% max, 84% ave
 * Waste: 0:06:38 (4% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_WJets_WJetsToQQ_HT_WJetsToQQ_HT-600ToInf_TuneCUETP8M1_13TeV-madgraphM_deepflavour_bff/crab.log
",finished,3,3
52,work_areas/crab_2016_TTV_TTZToQQ_TuneCUETP8M1_13TeV_TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TTV_TTZToQQ_TuneCUETP8M1_13TeV_TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Task name:			220512_203807:rymuelle_crab_2016_TTV_TTZToQQ_TuneCUETP8M1_13TeV_TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0196.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_203807%3Arymuelle_crab_2016_TTV_TTZToQQ_TuneCUETP8M1_13TeV_TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_203807%3Arymuelle_crab_2016_TTV_TTZToQQ_TuneCUETP8M1_13TeV_TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff&from=1652384287000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (3/3)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1189MB min, 1197MB max, 1156MB ave
 * Runtime: 0:14:15 min, 2:04:23 max, 0:55:12 ave
 * CPU eff: 86% min, 94% max, 92% ave
 * Waste: 0:12:13 (7% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TTV_TTZToQQ_TuneCUETP8M1_13TeV_TTZToQQ_TuneCUETP8M1_13TeV-amcatnlo-pythia8_deepflavour_bff/crab.log
",finished,3,3
53,work_areas/crab_2016_TTV_TTZToLL_M_TTZToLL_M-1to10_TuneCUETP8M1_13TeV-madgraphMLM-pyt_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TTV_TTZToLL_M_TTZToLL_M-1to10_TuneCUETP8M1_13TeV-madgraphMLM-pyt_deepflavour_bff
Task name:			220512_203929:rymuelle_crab_2016_TTV_TTZToLL_M_TTZToLL_M-1to10_TuneCUETP8M1_13TeV-madgraphMLM-pyt_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0120.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_203929%3Arymuelle_crab_2016_TTV_TTZToLL_M_TTZToLL_M-1to10_TuneCUETP8M1_13TeV-madgraphMLM-pyt_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_203929%3Arymuelle_crab_2016_TTV_TTZToLL_M_TTZToLL_M-1to10_TuneCUETP8M1_13TeV-madgraphMLM-pyt_deepflavour_bff&from=1652384369000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1118MB min, 1118MB max, 1118MB ave
 * Runtime: 0:33:22 min, 0:33:22 max, 0:33:22 ave
 * CPU eff: 93% min, 93% max, 93% ave
 * Waste: 0:04:28 (12% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TTV_TTZToLL_M_TTZToLL_M-1to10_TuneCUETP8M1_13TeV-madgraphMLM-pyt_deepflavour_bff/crab.log
",finished,1,1
54,work_areas/crab_2016_TTV_TTZToLLNuNu_M_TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythi_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TTV_TTZToLLNuNu_M_TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythi_deepflavour_bff
Task name:			220512_204249:rymuelle_crab_2016_TTV_TTZToLLNuNu_M_TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythi_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0197.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_204249%3Arymuelle_crab_2016_TTV_TTZToLLNuNu_M_TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythi_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_204249%3Arymuelle_crab_2016_TTV_TTZToLLNuNu_M_TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythi_deepflavour_bff&from=1652384569000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (4/4)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1308MB min, 1308MB max, 1162MB ave
 * Runtime: 0:37:09 min, 1:48:06 max, 1:15:23 ave
 * CPU eff: 88% min, 97% max, 94% ave
 * Waste: 0:16:03 (5% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_TTV_TTZToLLNuNu_M_TTZToLLNuNu_M-10_TuneCUETP8M1_13TeV-amcatnlo-pythi_deepflavour_bff/crab.log
",finished,4,4
55,work_areas/crab_2016_Higgs_ttH_ttHToMuMu_M125_TuneCP5_PSweights_13TeV-powheg-pyth_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_ttH_ttHToMuMu_M125_TuneCP5_PSweights_13TeV-powheg-pyth_deepflavour_bff
Task name:			220512_205146:rymuelle_crab_2016_Higgs_ttH_ttHToMuMu_M125_TuneCP5_PSweights_13TeV-powheg-pyth_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0198.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_205146%3Arymuelle_crab_2016_Higgs_ttH_ttHToMuMu_M125_TuneCP5_PSweights_13TeV-powheg-pyth_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_205146%3Arymuelle_crab_2016_Higgs_ttH_ttHToMuMu_M125_TuneCP5_PSweights_13TeV-powheg-pyth_deepflavour_bff&from=1652385106000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (14/14)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1099MB min, 1128MB max, 1072MB ave
 * Runtime: 0:07:39 min, 1:31:04 max, 0:17:53 ave
 * CPU eff: 34% min, 93% max, 57% ave
 * Waste: 0:56:09 (18% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_ttH_ttHToMuMu_M125_TuneCP5_PSweights_13TeV-powheg-pyth_deepflavour_bff/crab.log
",finished,14,14
56,work_areas/crab_2016_Higgs_ZH_ZH_HToMuMu_ZToAll_M125_TuneCP5_PSweights_13TeV_pow_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_ZH_ZH_HToMuMu_ZToAll_M125_TuneCP5_PSweights_13TeV_pow_deepflavour_bff
Task name:			220512_205615:rymuelle_crab_2016_Higgs_ZH_ZH_HToMuMu_ZToAll_M125_TuneCP5_PSweights_13TeV_pow_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0197.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_205615%3Arymuelle_crab_2016_Higgs_ZH_ZH_HToMuMu_ZToAll_M125_TuneCP5_PSweights_13TeV_pow_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_205615%3Arymuelle_crab_2016_Higgs_ZH_ZH_HToMuMu_ZToAll_M125_TuneCP5_PSweights_13TeV_pow_deepflavour_bff&from=1652385375000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (9/9)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1175MB min, 1258MB max, 1094MB ave
 * Runtime: 0:05:30 min, 0:26:31 max, 0:12:39 ave
 * CPU eff: 70% min, 95% max, 88% ave
 * Waste: 0:41:54 (27% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_ZH_ZH_HToMuMu_ZToAll_M125_TuneCP5_PSweights_13TeV_pow_deepflavour_bff/crab.log
",finished,9,9
57,work_areas/crab_2016_Higgs_Wp_WplusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_Wp_WplusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_deepflavour_bff
Task name:			220512_205737:rymuelle_crab_2016_Higgs_Wp_WplusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0121.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_205737%3Arymuelle_crab_2016_Higgs_Wp_WplusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_205737%3Arymuelle_crab_2016_Higgs_Wp_WplusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_deepflavour_bff&from=1652385457000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1257MB min, 1257MB max, 1258MB ave
 * Runtime: 0:25:03 min, 0:25:03 max, 0:25:03 ave
 * CPU eff: 95% min, 95% max, 95% ave
 * Waste: 0:03:47 (13% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_Wp_WplusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_deepflavour_bff/crab.log
",finished,1,1
58,work_areas/crab_2016_Higgs_Wm_WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13Te_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_Wm_WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13Te_deepflavour_bff
Task name:			220512_210309:rymuelle_crab_2016_Higgs_Wm_WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13Te_deepflavour_bff
Grid scheduler - Task Worker:	N/A yet - crab-prod-tw01
Status on the CRAB server:	SUBMITFAILED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_210309%3Arymuelle_crab_2016_Higgs_Wm_WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13Te_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_210309%3Arymuelle_crab_2016_Higgs_Wm_WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13Te_deepflavour_bff&from=1652385789000&to=now
Failure message from server:	Cannot find dataset /WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13TeV_powheg_pyt-hia8/RunIISummer16NanoAODv7-PUMoriond17_Nano02Apr2020_102X_mcRun2_asymptotic_v8-v1/NANOAODSIM in prod/global DBS instance
Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_Wm_WminusH_HToMuMu_WToAll_M125_TuneCP5_PSweights_13Te_deepflavour_bff/crab.log
",0,0,0
59,work_areas/crab_2016_Higgs_VBF_VBFHToMuMu_M125_TuneCP5_PSweights_13TeV_amcatnlo_p_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_VBF_VBFHToMuMu_M125_TuneCP5_PSweights_13TeV_amcatnlo_p_deepflavour_bff
Task name:			220512_210715:rymuelle_crab_2016_Higgs_VBF_VBFHToMuMu_M125_TuneCP5_PSweights_13TeV_amcatnlo_p_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0106.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_210715%3Arymuelle_crab_2016_Higgs_VBF_VBFHToMuMu_M125_TuneCP5_PSweights_13TeV_amcatnlo_p_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_210715%3Arymuelle_crab_2016_Higgs_VBF_VBFHToMuMu_M125_TuneCP5_PSweights_13TeV_amcatnlo_p_deepflavour_bff&from=1652386035000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (3/3)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Warning: the average jobs CPU efficiency is less than 50%, please consider to improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task

Summary of run jobs:
 * Memory: 1155MB min, 1155MB max, 1127MB ave
 * Runtime: 0:04:30 min, 1:54:46 max, 0:46:12 ave
 * CPU eff: 20% min, 81% max, 25% ave
 * Waste: 0:01:49 (1% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_Higgs_VBF_VBFHToMuMu_M125_TuneCP5_PSweights_13TeV_amcatnlo_p_deepflavour_bff/crab.log
",finished,3,3
60,work_areas/crab_2016_DYJets_DYJLL_M_800_1000_DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnlo_deepflavour_bff,False,2016,"CRAB project directory:		/afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DYJets_DYJLL_M_800_1000_DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnlo_deepflavour_bff
Task name:			220512_210849:rymuelle_crab_2016_DYJets_DYJLL_M_800_1000_DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnlo_deepflavour_bff
Grid scheduler - Task Worker:	crab3@vocms0194.cern.ch - crab-prod-tw01
Status on the CRAB server:	SUBMITTED
Task URL to use for HELP:	https://cmsweb.cern.ch/crabserver/ui/task/220512_210849%3Arymuelle_crab_2016_DYJets_DYJLL_M_800_1000_DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnlo_deepflavour_bff
Dashboard monitoring URL:	https://monit-grafana.cern.ch/d/cmsTMDetail/cms-task-monitoring-task-view?orgId=11&var-user=rymuelle&var-task=220512_210849%3Arymuelle_crab_2016_DYJets_DYJLL_M_800_1000_DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnlo_deepflavour_bff&from=1652386129000&to=now
Status on the scheduler:	COMPLETED

Jobs status:                    finished     		100.0% (1/1)

No publication information (publication has been disabled in the CRAB configuration file)

Warning: the max jobs runtime is less than 30% of the task requested value (1250 min), please consider to request a lower value for failed jobs (allowed through crab resubmit) and/or improve the jobs splitting (e.g. config.Data.splitting = 'Automatic') in a new task.

Summary of run jobs:
 * Memory: 1173MB min, 1173MB max, 1173MB ave
 * Runtime: 0:53:57 min, 0:53:57 max, 0:53:57 ave
 * CPU eff: 96% min, 96% max, 96% ave
 * Waste: 0:04:13 (7% of total)

Log file is /afs/cern.ch/work/r/rymuelle/public/nanoAODzPrime/CMSSW_10_6_24/src/PhysicsTools/NanoAODTools/crab_python/work_areas/crab_2016_DYJets_DYJLL_M_800_1000_DYJetsToLL_M-800to1000_TuneCUETP8M1_13TeV-amcatnlo_deepflavour_bff/crab.log
",finished,1,1
